energy	ZCR
0.000740802295135 64.3189955213
0.000714241518175 70.0100759879
0.000741708899266 52.3278514699
0.000382929171765 78.9429255435
0.000821712131201 52.7651396268
0.000706921669549 64.1914587545
0.000386754700159 95.3633215284
0.000580025981871 63.4402165542
0.000453728906553 44.4482078664
0.00110932192009 36.6711859618
0.00094327365562 33.0039760237
0.000526682085579 71.9290350074
0.000434012464274 50.348500255
0.00134033859179 15.9770803023
0.001038127107 35.1570027864
0.00050465182059 43.9614424046
0.000599724560801 33.82140599
0.000671862796964 28.7857093904
0.000433938159269 41.5098767841
0.000373575284157 59.1102433911
0.000651911840071 40.7161054309
0.000406024651538 41.8950485543
0.000300710008699 54.7010908536
0.000399784557476 55.2683811773
0.000487931692667 38.1072818604
0.000847925334643 43.1293969748
0.000384708252369 63.6018844449
0.000448431120009 50.5157321978
0.000541659949166 48.813541074
0.000235458386254 59.6373127271
0.000454282623324 48.2112338398
0.000385350964092 49.2447640396
0.000171983257424 66.8953059925
0.000337075493022 55.5903849823
0.000222545379354 67.2998731992
0.000329386125548 51.7954051346
0.00023847717872 42.7285212894
0.000545646347778 28.2943291796
0.000471318115811 34.9157429358
0.000325576370148 45.6264141415
0.000289960247779 59.5138005049
0.000315831292368 55.9171456908
0.000791940872771 31.8612612533
0.000636367283316 35.6247032545
0.000523543867244 39.9250226981
0.000310843507046 60.6095348952
0.000361463458377 46.395022129
0.000445694884156 50.2183785671
0.000531249591485 39.9061379375
0.000545311002017 40.1459780847
0.000315390825721 47.8425840484
0.000370030460717 43.311200644
0.000456489545245 43.3295699769
0.000416637337642 48.5180526963
0.000468552595744 52.8818859914
0.000492540193155 51.6353062506
0.000471066069937 55.3933204777
0.000230437547564 51.3324819248
0.00016448955657 47.8541155204
1.10513217281e-05 0.999043322251
1.10590094789e-05 0.0
8.75729163967e-06 0.0
9.01601255884e-06 1.97154332685
1.09710895168e-05 2.31954299725
9.8274647742e-06 0.0
1.03013144585e-05 0.0
1.06126850384e-05 0.0
1.07307927714e-05 0.0
1.00898053422e-05 0.0
1.07446244653e-05 0.0
8.54291335878e-06 4.93920362881
